"","V1","V2","V3","V4"
"939",15396,15578,15451,15656
"940",16354,16639,16430,22006
"941",17220,17128,17305,320
"942",5743,5158,5508,5643
"943",15935,16192,20265,15890
"944",13720,12465,13812,13729
"945",18822,9140,18893,18828
"946",4619,4224,4684,4298
"947",15835,20307,24409,20266
"948",6877,6672,21332,7287
"949",251,1099,22473,21746
"950",8433,8470,22839,22731
"951",6026,6289,21409,21368
"952",17353,17393,23446,17291
"953",7924,8078,23024,7952
"954",15339,15050,20039,19914
"955",14765,14931,21519,14554
"956",15573,20078,19971,15662
"957",16599,16732,20714,16737
"958",15633,15796,15459,15340
"959",20643,16655,20702,16700
"960",8684,8662,23911,23860
"961",4286,18009,4079,3728
"962",15625,15445,15982,15525
"963",7123,6689,6847,7023
"964",4159,18186,4096,4310
"965",19732,14632,19728,14819
"966",12585,13734,12518,12611
"967",20756,16814,20856,20799
"968",15573,20078,15662,15796
"969",12760,12317,21506,21448
"970",21218,21311,22823,22298
"971",19536,13429,13833,14114
"972",20402,20408,22603,16010
"973",10855,10957,24669,10903
"974",2508,2391,2171,2434
"975",3928,4312,18006,17922
"976",3892,4058,3576,3884
"977",12787,12687,22565,21306
"978",13266,13319,24766,13277
"979",2990,17737,17649,17747
"980",14610,14222,14692,14349
"981",4154,4604,4901,4684
"982",6124,6057,22621,6042
"983",10914,11614,11859,11506
"984",20846,16826,20840,16838
"985",18714,7274,18717,6875
"986",18323,4825,18258,18159
"987",9929,9898,22191,10014
"988",20801,20784,16757,20782
"989",11109,21184,24105,21393
"990",19375,19501,19410,13701
"991",6151,6150,21322,6080
"992",11472,11635,11152,9414
"993",8693,8478,23824,9505
"994",16552,16707,20654,16685
"995",9450,9562,22145,9407
"996",6988,7179,7352,21627
"997",17006,82,135,165
"998",2619,2699,2161,2054
"999",5282,18368,18242,5148
"1000",6428,6462,21199,6534
"1001",6976,7316,23227,23150
"1002",17519,2636,2486,17432
"1003",1495,1570,21240,1510
"1004",2957,17685,17581,17765
"1005",3478,3773,3290,3971
"1006",6542,5071,5332,4911
"1007",4604,4619,4684,4298
"1008",3815,17809,17762,17705
"1009",2369,17519,17459,17559
"1010",8505,8318,8884,7704
"1011",2369,17329,2288,2332
"1012",18268,4798,5105,18265
"1013",7166,6959,21343,6834
"1014",18710,18736,18662,7318
"1015",17399,2369,2288,17432
"1016",476,375,22424,400
"1017",7123,6541,6847,6689
"1018",17565,2882,17547,17637
"1019",2418,2369,2180,17399
"1020",15,138,98,61
"1021",8464,18709,6926,18588
"1022",3836,3429,3409,3521
"1023",3353,2913,21449,3060
"1024",17869,18033,4381,17965
"1025",11478,11310,22760,11814
"1026",21812,21431,23985,22633
"1027",21879,23678,24827,24443
"1028",1303,17245,17239,17146
"1029",16887,49,16860,16916
"1030",2504,2674,2434,2788
"1031",5126,5312,5873,5545
"1032",17824,17892,3286,3800
"1033",4550,4020,4145,4372
"1034",17828,17892,17922,3724
"1035",17715,2794,17664,17761
"1036",6245,6296,6290,6099
"1037",19012,18908,11812,11916
"1038",18551,21060,5433,18452
"1039",15442,15542,15514,15706
"1040",6489,6687,21021,6635
"1041",18187,18179,18304,4708
"1042",3999,4453,4182,4312
"1043",17517,17467,22434,17604
"1044",12502,11931,19280,19268
"1045",17749,17824,3286,3162
"1046",4312,3999,3928,4182
"1047",4798,18166,4313,4490
"1048",18105,18084,18006,4312
"1049",17892,3928,18006,17922
"1050",6851,18699,18610,18569
"1051",11303,11550,21705,18816
"1052",4990,4645,4611,18210
"1053",4489,4504,4742,4822
"1054",13697,13663,23725,12388
"1055",2172,2457,2364,2255
"1056",2797,17520,17640,17513
"1057",1135,820,23516,23234
"1058",3928,17892,18006,3914
"1059",11129,8529,21459,11148
"1060",18551,5465,21060,18490
"1061",2608,2774,2790,3007
"1062",19592,14490,19647,19488
"1063",17291,17339,23446,2088
"1064",2661,2750,2542,2791
"1065",4453,3999,4182,4291
"1066",17283,2272,17332,17327
"1067",2288,17457,2608,17408
"1068",8400,8382,22791,22112
"1069",5329,6850,6770,18478
"1070",2219,2465,2475,2559
"1071",10323,10575,24390,23459
"1072",15453,15681,23933,23875
"1073",6307,5486,21478,5188
"1074",7459,7461,24508,21629
"1075",4389,4527,3938,3973
"1076",11409,21436,22570,22180
"1077",834,1097,23489,839
"1078",3086,17696,17602,2800
"1079",4325,4551,21674,4137
"1080",13386,13426,24245,22716
"1081",23103,21262,24234,23994
"1082",19533,19501,13926,19410
"1083",21457,21616,25047,22357
"1084",11801,11783,21971,11996
"1085",4645,18245,20914,5084
"1086",6451,21373,22463,21802
"1087",4378,4237,4366,4484
"1088",17332,17428,2479,17360
"1089",5581,6757,5620,5189
"1090",7075,5306,5361,6820
"1091",10622,10825,22876,10909
"1092",18105,18084,4312,4452
"1093",17816,17942,17902,17804
"1094",6193,6161,6237,6172
"1095",7904,8023,21729,7967
"1096",4548,4788,4964,4541
"1097",6051,6117,23920,6076
"1098",17595,2797,2897,2750
"1099",6113,6024,6304,6235
"1100",8340,21779,22768,21801
"1101",17807,17752,3345,17832
"1102",5805,5782,21359,5786
"1103",5926,5956,5893,21415
"1104",996,326,21486,1406
"1105",5424,5527,5493,5514
"1106",3667,17885,17872,3560
"1107",4990,18210,21010,5084
"1108",7136,18632,6850,7318
"1109",18304,18461,5401,18424
"1110",18723,18714,23787,18877
"1111",12870,12936,21263,12926
"1112",7560,7520,22747,7592
"1113",9101,9100,22029,9318
"1114",6372,6365,22463,21802
"1115",21120,20866,25140,24901
"1116",21575,22276,23902,23292
"1117",11112,21190,24105,22612
"1118",12519,12560,23919,13167
"1119",17167,17245,21395,896
"1120",6354,6224,21385,6416
"1121",17349,2373,17471,2219
"1122",13420,13445,21649,13491
"1123",5846,5908,5892,5895
"1124",294,293,297,24153
"1125",21685,22054,23707,23331
"1126",11446,10416,21168,11455
"1127",21245,21215,22863,22442
"1128",4195,3999,17911,17922
"1129",1257,1258,21981,1293
"1130",23347,12752,25108,23551
"1131",2434,2510,21389,2281
"1132",12880,12876,23636,12814
"1133",6112,22147,22531,5979
"1134",11365,11550,21971,21705
"1135",5840,5805,5868,5940
"1136",5661,5622,21367,5695
"1137",8377,21677,24634,21957
"1138",14085,13922,19500,13515
"1139",22018,765,22925,22641
"1140",8534,8519,22622,22273
"1141",21545,2184,22208,21593
"1142",8713,8714,23680,22124
"1143",9914,10038,22662,9977
"1144",8005,7861,24251,23455
"1145",7587,9149,24186,8926
"1146",6082,5999,21407,6109
"1147",3304,17711,2982,17645
"1148",11960,11802,12013,12215
"1149",17684,3166,22443,3345
"1150",22186,21580,24750,22505
"1151",6342,6243,21191,6138
"1152",16369,16394,21329,16660
"1153",5999,6148,21373,6129
"1154",22379,22105,24054,22527
"1155",21266,21167,22581,22147
"1156",18529,18570,5590,6626
"1157",10847,10881,22194,10939
"1158",21386,21372,22621,21429
"1159",3381,3499,21708,3016
"1160",8764,8783,23146,8833
"1161",2600,2632,2319,2691
"1162",20397,20307,22378,20310
"1163",6055,6164,21354,6038
"1164",21794,21297,24471,22205
"1165",16523,16529,21170,16389
"1166",14111,14047,22837,14406
"1167",21017,18217,4937,20992
"1168",11013,10957,22568,22080
"1169",21991,10426,22479,22143
"1170",7338,7776,24186,7146
"1171",4208,4232,22941,4340
"1172",6172,6100,21440,6204
"1173",10689,10517,22157,10638
"1174",130,369,21195,87
"1175",1958,1997,21339,1980
"1176",6407,6374,21391,6336
"1177",6959,7166,21653,6905
"1178",6219,6269,21384,6202
"1179",8165,8168,21814,8233
"1180",5653,5235,21906,5476
"1181",23068,23284,25006,24535
"1182",12830,12888,23211,22286
"1183",18675,6756,7227,6770
"1184",1715,1667,23607,1690
"1185",761,701,21720,21239
"1186",10841,10614,24114,10747
"1187",6225,6282,6212,6151
"1188",4598,18105,4312,4452
"1189",4670,4839,24333,21484
"1190",5773,5733,21370,21196
"1191",6425,6354,21385,6469
"1192",15685,15517,24281,24133
"1193",4904,5038,4547,4552
"1194",5277,5397,5136,5095
"1195",13878,19455,19370,19435
"1196",249,259,24440,23395
"1197",8280,8457,22654,22023
"1198",2504,2363,21389,2674
"1199",5889,5625,5402,5589
"1200",6851,7203,6925,6523
"1201",16316,16184,21329,16242
"1202",16394,16571,21170,20577
"1203",6531,21042,6690,6499
"1204",7407,7122,21459,7233
"1205",5782,5751,22316,21760
"1206",16278,16299,21170,16389
"1207",12760,21479,22380,21506
"1208",8222,8358,24433,21612
"1209",23189,21476,24454,23252
"1210",13033,21174,23211,22286
"1211",22372,23275,24240,23657
"1212",13451,13412,25041,25016
"1213",21026,20939,19133,11784
"1214",8302,8290,23599,23561
"1215",5901,5840,5868,5940
"1216",15213,15561,22411,15242
"1217",18393,5084,20914,5522
"1218",7283,7257,9654,18854
"1219",4490,18090,18086,18179
"1220",5551,5159,6721,6106
"1221",2075,1995,21195,1888
"1222",24425,24877,25095,24951
"1223",15816,15577,21956,15891
"1224",12271,12458,19138,11851
"1225",13743,13930,12483,13891
"1226",14736,14699,21326,14831
"1227",823,827,22344,794
"1228",1465,1489,22497,1619
"1229",17717,17575,23695,22221
"1230",21665,22095,24904,23741
"1231",3180,3521,3903,3409
"1232",10316,10364,23338,23036
"1233",6914,6811,5183,5586
"1234",3550,3363,3692,3930
"1235",564,569,22238,21763
"1236",5424,5418,5315,5285
"1237",5852,5803,21415,21388
"1238",11828,12054,21534,11790
"1239",21320,21428,24701,22517
"1240",22673,1177,22824,22823
"1241",21855,21580,23952,23031
"1242",7408,7437,22606,21842
"1243",5956,5920,21415,21388
"1244",8575,8602,24254,8620
"1245",1339,1995,21195,2075
"1246",19179,11869,12084,12193
"1247",18478,6770,5329,5468
"1248",11092,11077,22647,21547
"1249",5466,5493,21402,5511
"1250",18166,4490,18179,18090
"1251",3144,3444,23645,3484
"1252",9648,9746,24536,22794
"1253",489,483,23512,470
"1254",10036,9958,23072,9803
"1255",15523,15675,23794,15923
"1256",515,898,22494,1209
"1257",5638,6630,23753,23726
"1258",10701,10734,24247,24197
"1259",7720,7722,23120,7674
"1260",7031,7303,21168,7315
"1261",13503,21570,23215,22965
"1262",6972,6812,22851,7091
"1263",6162,6207,6253,6167
"1264",6170,6277,6209,6099
"1265",6177,6171,21365,6038
"1266",6258,6143,6176,6175
"1267",6459,6486,22634,21640
"1268",10249,10223,23126,10284
"1269",5250,5051,21478,5172
"1270",9781,21685,24626,23365
"1271",3996,4202,22515,21438
"1272",7484,7543,23203,7525
"1273",5956,5926,5924,21415
"1274",2732,17720,21445,2555
"1275",8659,8603,23390,8631
"1276",5777,6757,5481,5189
"1277",7385,8944,21920,10761
"1278",17798,21452,22515,21499
"1279",23893,24230,24513,24458
"1280",6016,5819,5879,5826
"1281",18474,20861,24718,21164
"1282",7261,7143,22623,7208
"1283",11617,11546,22913,21462
"1284",19273,12496,22889,19354
"1285",16303,16298,16187,16044
"1286",9760,9754,24065,22107
"1287",9306,9281,24181,9377
"1288",11024,10968,22453,21996
"1289",8116,7832,22914,7890
"1290",7031,6877,21168,7271
"1291",20652,16529,21170,20658
"1292",6141,6203,6095,21384
"1293",8318,6866,22400,7704
"1294",21286,21603,24279,21652
"1295",22318,21658,22902,22563
"1296",20377,20267,22378,20386
"1297",11326,18899,21954,21904
"1298",18119,18105,4312,4598
"1299",6368,18393,5426,18498
"1300",4454,4535,4270,4453
"1301",5779,5836,21398,21361
"1302",7583,7537,21609,7608
"1303",8755,8788,22690,8802
"1304",451,412,23206,23163
"1305",1336,1464,23572,23465
"1306",6697,21030,18594,6687
"1307",7685,7924,23024,7952
"1308",4556,18166,4313,4798
"1309",18080,4119,4236,4521
"1310",16299,16394,21170,16389
"1311",20577,20706,21170,20612
"1312",13486,13510,21428,13520
"1313",15852,15750,21430,15867
"1314",11309,21271,23258,22521
"1315",15070,14964,21430,14838
"1316",6315,6349,21354,6355
"1317",18024,18119,3914,4182
"1318",5803,5830,21415,5773
"1319",9029,8840,24004,22782
"1320",7537,7553,24170,7489
"1321",6409,6724,22851,22833
"1322",23083,22068,23996,23397
"1323",6120,6079,22548,6133
"1324",14007,13804,14178,13885
"1325",21784,686,24881,23493
"1326",12786,12822,22483,22090
"1327",5473,5344,6505,5604
"1328",18581,5543,6913,6804
"1329",4889,18166,4490,18179
"1330",19471,19383,21463,19517
"1331",23159,9183,23614,23821
"1332",18166,4889,4490,4798
"1333",4347,4493,23046,4929
"1334",4458,4552,4547,4334
"1335",5341,5287,18364,18503
"1336",9021,9035,21650,9056
"1337",6297,6349,21365,6284
"1338",8079,7993,21848,7994
"1339",6531,21042,21008,6690
"1340",13072,12987,13045,24246
"1341",1638,1666,21198,1628
"1342",6248,6199,23127,6185
"1343",21615,21274,24880,23103
"1344",7227,18741,7136,7570
"1345",6770,18675,18632,7136
"1346",4739,4867,21484,4670
"1347",19804,19727,22388,19703
"1348",21527,21704,23055,21906
"1349",24552,21787,24990,24962
"1350",5070,18461,5401,18304
"1351",1704,1739,23190,21882
"1352",8802,8788,22690,8821
"1353",8299,8288,22768,8321
"1354",20973,6368,5426,18498
"1355",20993,6368,18498,21048
"1356",6742,6970,7183,18720
"1357",16099,16034,21329,16052
"1358",1780,1727,21441,1774
"1359",6119,6156,21391,6132
"1360",11853,12585,12206,12177
"1361",5465,18490,5080,21060
"1362",5517,5384,5066,5617
"1363",9504,9485,23544,9513
"1364",5889,5543,5433,18551
"1365",3903,3409,4101,4000
"1366",20109,15885,20018,15668
"1367",5009,5397,5277,5324
"1368",11132,11425,11174,10920
"1369",6356,22192,24368,23098
"1370",16328,16277,16507,16508
"1371",21420,22502,23461,23336
"1372",18780,9240,11366,10977
"1373",8093,8048,24003,21293
"1374",4232,4438,4340,4208
"1375",19049,19114,19149,11860
"1376",19076,19106,21442,19045
"1377",12373,13561,12561,12326
"1378",5852,5803,21388,5857
"1379",7518,11071,8516,8402
"1380",2357,2156,21252,2127
"1381",21502,11336,22580,22535
"1382",6988,6847,6922,6780
"1383",12193,19287,13701,19375
"1384",18668,6785,18610,18767
"1385",5938,6026,22660,6127
"1386",5689,5516,22854,22818
"1387",18718,6826,6685,7595
"1388",14898,15221,14628,14731
"1389",17547,2882,17643,17637
"1390",12640,12699,23923,23879
"1391",5775,18490,5242,6352
"1392",11776,12198,11983,11926
"1393",13942,14362,14126,14139
"1394",9191,11378,8530,21455
"1395",12273,12065,11893,11688
"1396",10468,9581,22859,9177
"1397",5375,6540,5407,6628
"1398",13970,13941,13734,13634
"1399",17824,17908,17901,17825
"1400",3017,2732,21445,2655
"1401",22229,1599,22882,22754
"1402",2758,17595,2897,2750
"1403",4635,4592,4627,4460
"1404",5636,6667,6685,7029
"1405",17743,17892,3286,17734
"1406",7314,7090,8749,7324
"1407",5004,5357,5003,5091
"1408",21030,6697,6710,6687
"1409",4224,3908,4099,3853
"1410",14057,13813,12613,13777
"1411",7090,7445,11174,10971
"1412",18115,4108,17972,18078
"1413",6552,6853,6500,5524
"1414",13342,13395,22294,13337
"1415",3593,3841,4136,3961
"1416",5158,4732,5197,4906
"1417",17319,17373,2631,17361
"1418",7432,18770,8619,8554
"1419",1687,1610,22516,1799
"1420",7388,6972,6953,7091
"1421",12190,19272,12749,19351
"1422",3106,3017,21445,17853
"1423",19287,19375,19410,13701
"1424",6666,6913,20995,18551
"1425",2659,17580,22434,21452
"1426",7049,18786,24933,23433
"1427",18086,18187,4498,4708
"1428",11547,12059,23887,11766
"1429",3417,3280,22444,21683
"1430",4453,4535,4270,4291
"1431",12258,11269,11714,11786
"1432",17828,3777,17807,3412
"1433",3218,3863,3688,3997
"1434",4298,4619,4387,4099
"1435",1988,2281,21486,1406
"1436",4224,4619,4387,4298
"1437",17775,17679,17777,3367
"1438",2882,17637,3162,17643
"1439",3749,17807,3647,17832
"1440",4853,18216,4930,4598
"1441",7904,8002,22040,21729
"1442",18081,18095,18017,4349
"1443",10897,10799,18980,19048
"1444",19818,14979,19954,15114
"1445",84,222,22961,129
"1446",12406,12366,12716,12342
"1447",11914,12184,11451,11460
"1448",8402,10956,9090,8962
"1449",7079,20941,18765,18705
"1450",18737,18615,18610,18767
"1451",5397,5324,5136,5576
"1452",4798,4889,5105,18265
"1453",6103,6071,22041,5958
"1454",4818,4711,4954,4900
"1455",17628,17702,17720,17818
"1456",3724,17892,17922,3928
"1457",18268,18166,18140,4556
"1458",2054,2619,22957,2161
"1459",17734,17749,3286,3162
"1460",21845,9853,23093,21868
"1461",9747,9780,23967,10027
"1462",6521,21401,22536,22196
"1463",13857,12409,21692,21482
"1464",11644,11378,21455,11645
"1465",18831,18665,18721,6992
"1466",4602,4388,4562,4320
"1467",5116,18293,5050,5594
"1468",3081,2980,22444,22428
"1469",12269,11725,19238,19264
"1470",19099,19134,19209,19115
"1471",18005,17954,21466,18067
"1472",11505,19150,11349,19155
"1473",18639,18757,6799,6841
"1474",18639,18653,6799,18666
"1475",18287,18447,22822,5488
"1476",3583,3529,3643,3951
"1477",17908,17869,17783,17888
"1478",17500,17361,2631,17419
"1479",17361,17373,2631,17419
"1480",15998,20341,23831,16180
"1481",4051,4087,3455,3695
"1482",4087,3687,3455,3695
"1483",15917,16163,16125,16151
"1484",21295,21383,22985,21825
"1485",20162,20178,16079,16267
"1486",2341,17521,2490,2199
"1487",20509,20432,23831,20429
"1488",7233,7088,8264,8530
"1489",11546,19080,18862,11617
"1490",23039,475,24895,24533
"1491",18119,18024,4369,4182
"1492",5158,5526,5197,5271
"1493",12254,12235,12057,12277
"1494",4955,4565,22856,4804
"1495",348,22449,24620,24083
"1496",12510,13553,12406,12231
"1497",4909,18242,22858,21467
"1498",21214,13029,22507,24274
"1499",11132,7397,9022,7949
"1500",4452,18084,4312,4195
"1501",18024,18119,18006,3914
"1502",3649,3823,3883,3647
"1503",11505,8961,11349,20905
"1504",14364,19656,19675,19737
"1505",4182,4312,18006,3928
"1506",7391,7401,23485,7419
"1507",20889,20888,22842,22841
"1508",21420,22504,21362,23638
"1509",9115,8604,11131,8516
"1510",4224,4154,3908,4149
"1511",22035,22083,23994,22099
"1512",12614,13582,14003,13972
"1513",3350,3200,21438,3695
"1514",4453,4535,4514,4818
"1515",17733,3196,2896,17636
"1516",17682,17752,22443,17807
"1517",20941,7079,18490,6925
"1518",18119,18105,18006,4312
"1519",18024,17892,17901,3914
"1520",4182,3928,18006,3914
"1521",12759,12798,24739,24071
"1522",14927,15023,15123,14852
"1523",5089,5180,5135,5721
"1524",12650,13139,12469,12129
"1525",7233,7088,7121,8264
"1526",5089,4756,18271,4631
"1527",12677,12727,23240,12683
"1528",4184,18035,4464,4178
"1529",3870,3679,3760,4051
"1530",12457,12297,12056,12481
"1531",12111,12164,21638,12237
"1532",17809,17945,3815,17875
"1533",5302,5202,22804,5264
"1534",2012,2619,2324,2305
"1535",11838,11844,11581,12053
"1536",12282,11718,19151,12328
"1537",4405,4599,4504,4427
"1538",6485,18625,6970,18541
"1539",2404,17391,2107,2337
"1540",18657,18789,6962,18750
"1541",18484,18516,22821,18583
"1542",21738,21540,22837,22696
"1543",13545,22517,23333,22770
"1544",21316,14226,22861,21473
"1545",12122,12314,11836,12065
"1546",964,22098,22929,22109
"1547",7121,6812,6569,6409
"1548",8476,8472,21451,8504
"1549",17925,3849,18028,4155
"1550",17962,4202,18149,18103
"1551",18473,18547,7258,18616
"1552",18687,18666,21462,7209
"1553",4567,4886,4607,4804
"1554",13844,13878,21463,13284
"1555",4453,18236,4369,4182
"1556",3709,3386,3143,3678
"1557",165,82,609,186
"1558",6422,6480,22835,6311
"1559",17823,17767,17890,3259
"1560",22126,22885,24721,23982
"1561",2310,2957,21465,17515
"1562",4674,18202,18103,18083
"1563",20878,20900,20905,8961
"1564",9227,9244,24437,22077
"1565",21901,21201,22914,21946
"1566",7518,7186,6743,6902
"1567",22968,10202,24217,24150
"1568",6071,6103,22041,21196
"1569",19163,19273,21442,19184
"1570",8094,8049,22086,8120
"1571",18071,17957,3966,17979
"1572",18113,4764,18213,18078
"1573",21236,807,24645,22163
